model name,query index,type
DNAwalker-PT-09ringLR,8,EF
DNAwalker-PT-09ringLR,9,AG
DNAwalker-PT-09ringLR,10,AG
DNAwalker-PT-09ringLR,11,EF
DNAwalker-PT-09ringLR,12,AG
DNAwalker-PT-09ringLR,13,AG
DNAwalker-PT-09ringLR,14,AG
DNAwalker-PT-09ringLR,15,EF
DNAwalker-PT-09ringLR,16,EF
DNAwalker-PT-10ringRL,1,AG
DNAwalker-PT-10ringRL,2,AG
DNAwalker-PT-10ringRL,3,AG
DNAwalker-PT-10ringRL,4,AG
DNAwalker-PT-10ringRL,5,AG
DNAwalker-PT-10ringRL,6,EF
DNAwalker-PT-10ringRL,7,EF
DNAwalker-PT-10ringRL,8,AG
DNAwalker-PT-10ringRL,9,AG
DNAwalker-PT-10ringRL,10,AG
DNAwalker-PT-10ringRL,11,EF
DNAwalker-PT-10ringRL,12,EF
DNAwalker-PT-10ringRL,13,EF
DNAwalker-PT-10ringRL,14,AG
DNAwalker-PT-10ringRL,15,EF
DNAwalker-PT-10ringRL,16,EF
DNAwalker-PT-11ringRR,1,EF
DNAwalker-PT-11ringRR,2,EF
DNAwalker-PT-11ringRR,3,EF
DNAwalker-PT-11ringRR,4,EF
DNAwalker-PT-11ringRR,5,AG
DNAwalker-PT-11ringRR,6,AG
DNAwalker-PT-11ringRR,7,AG
DNAwalker-PT-11ringRR,8,EF
DNAwalker-PT-11ringRR,9,AG
DNAwalker-PT-11ringRR,10,EF
DNAwalker-PT-11ringRR,11,EF
DNAwalker-PT-11ringRR,12,EF
DNAwalker-PT-11ringRR,13,EF
DNAwalker-PT-11ringRR,14,EF
DNAwalker-PT-11ringRR,15,EF
DNAwalker-PT-11ringRR,16,AG
DNAwalker-PT-12ringLLLarge,1,AG
DNAwalker-PT-12ringLLLarge,2,AG
DNAwalker-PT-12ringLLLarge,3,AG
DNAwalker-PT-12ringLLLarge,4,AG
DNAwalker-PT-12ringLLLarge,5,EF
DNAwalker-PT-12ringLLLarge,6,AG
DNAwalker-PT-12ringLLLarge,7,EF
DNAwalker-PT-12ringLLLarge,8,AG
DNAwalker-PT-12ringLLLarge,9,AG
DNAwalker-PT-12ringLLLarge,10,EF
DNAwalker-PT-12ringLLLarge,11,EF
DNAwalker-PT-12ringLLLarge,12,EF
DNAwalker-PT-12ringLLLarge,13,EF
DNAwalker-PT-12ringLLLarge,14,EF
DNAwalker-PT-12ringLLLarge,15,AG
DNAwalker-PT-12ringLLLarge,16,EF
DNAwalker-PT-13ringRLLarge,1,AG
DNAwalker-PT-13ringRLLarge,2,AG
DNAwalker-PT-13ringRLLarge,3,EF
DNAwalker-PT-13ringRLLarge,4,EF
DNAwalker-PT-13ringRLLarge,5,EF
DNAwalker-PT-13ringRLLarge,6,EF
DNAwalker-PT-13ringRLLarge,7,AG
DNAwalker-PT-13ringRLLarge,8,EF
DNAwalker-PT-13ringRLLarge,9,AG
DNAwalker-PT-13ringRLLarge,10,AG
DNAwalker-PT-13ringRLLarge,11,EF
DNAwalker-PT-13ringRLLarge,12,AG
DNAwalker-PT-13ringRLLarge,13,EF
DNAwalker-PT-13ringRLLarge,14,EF
DNAwalker-PT-13ringRLLarge,15,AG
DNAwalker-PT-13ringRLLarge,16,AG
DNAwalker-PT-14ringLRLarge,1,AG
DNAwalker-PT-14ringLRLarge,2,AG
DNAwalker-PT-14ringLRLarge,3,EF
DNAwalker-PT-14ringLRLarge,4,EF
DNAwalker-PT-14ringLRLarge,5,AG
DNAwalker-PT-14ringLRLarge,6,EF
DNAwalker-PT-14ringLRLarge,7,EF
DNAwalker-PT-14ringLRLarge,8,AG
DNAwalker-PT-14ringLRLarge,9,EF
DNAwalker-PT-14ringLRLarge,10,EF
DNAwalker-PT-14ringLRLarge,11,EF
DNAwalker-PT-14ringLRLarge,12,AG
DNAwalker-PT-14ringLRLarge,13,EF
DNAwalker-PT-14ringLRLarge,14,AG
DNAwalker-PT-14ringLRLarge,15,EF
DNAwalker-PT-14ringLRLarge,16,EF
DNAwalker-PT-15ringRRLarge,1,EF
DNAwalker-PT-15ringRRLarge,2,EF
DNAwalker-PT-15ringRRLarge,3,EF
DNAwalker-PT-15ringRRLarge,4,AG
DNAwalker-PT-15ringRRLarge,5,EF
DNAwalker-PT-15ringRRLarge,6,AG
DNAwalker-PT-15ringRRLarge,7,EF
DNAwalker-PT-15ringRRLarge,8,AG
DNAwalker-PT-15ringRRLarge,9,EF
DNAwalker-PT-15ringRRLarge,10,AG
DNAwalker-PT-15ringRRLarge,11,EF
DNAwalker-PT-15ringRRLarge,12,EF
DNAwalker-PT-15ringRRLarge,13,EF
DNAwalker-PT-15ringRRLarge,14,AG
DNAwalker-PT-15ringRRLarge,15,EF
DNAwalker-PT-15ringRRLarge,16,EF
DNAwalker-PT-16redondantChoiceR,1,EF
DNAwalker-PT-16redondantChoiceR,2,EF
DNAwalker-PT-16redondantChoiceR,3,AG
DNAwalker-PT-16redondantChoiceR,4,EF
DNAwalker-PT-16redondantChoiceR,5,AG
DNAwalker-PT-16redondantChoiceR,6,EF
DNAwalker-PT-16redondantChoiceR,7,AG
DNAwalker-PT-16redondantChoiceR,8,EF
DNAwalker-PT-16redondantChoiceR,9,EF
DNAwalker-PT-16redondantChoiceR,10,EF
DNAwalker-PT-16redondantChoiceR,11,AG
DNAwalker-PT-16redondantChoiceR,12,EF
DNAwalker-PT-16redondantChoiceR,13,AG
DNAwalker-PT-16redondantChoiceR,14,EF
DNAwalker-PT-16redondantChoiceR,15,AG
DNAwalker-PT-16redondantChoiceR,16,AG
DNAwalker-PT-17redondantChoiceL,1,AG
DNAwalker-PT-17redondantChoiceL,2,EF
DNAwalker-PT-17redondantChoiceL,3,EF
DNAwalker-PT-17redondantChoiceL,4,EF
DNAwalker-PT-17redondantChoiceL,5,AG
DNAwalker-PT-17redondantChoiceL,6,EF
DNAwalker-PT-17redondantChoiceL,7,EF
DNAwalker-PT-17redondantChoiceL,8,EF
DNAwalker-PT-17redondantChoiceL,9,EF
DNAwalker-PT-17redondantChoiceL,10,AG
DNAwalker-PT-17redondantChoiceL,11,AG
DNAwalker-PT-17redondantChoiceL,12,AG
DNAwalker-PT-17redondantChoiceL,13,AG
DNAwalker-PT-17redondantChoiceL,14,EF
DNAwalker-PT-17redondantChoiceL,15,EF
DNAwalker-PT-17redondantChoiceL,16,EF
DNAwalker-PT-18lozangeBlock,1,AG
DNAwalker-PT-18lozangeBlock,2,EF
DNAwalker-PT-18lozangeBlock,3,AG
DNAwalker-PT-18lozangeBlock,4,EF
DNAwalker-PT-18lozangeBlock,5,EF
DNAwalker-PT-18lozangeBlock,6,EF
DNAwalker-PT-18lozangeBlock,7,EF
DNAwalker-PT-18lozangeBlock,8,EF
DNAwalker-PT-18lozangeBlock,9,EF
DNAwalker-PT-18lozangeBlock,10,EF
DNAwalker-PT-18lozangeBlock,11,AG
DNAwalker-PT-18lozangeBlock,12,EF
DNAwalker-PT-18lozangeBlock,13,AG
DNAwalker-PT-18lozangeBlock,14,EF
DNAwalker-PT-18lozangeBlock,15,EF
DNAwalker-PT-18lozangeBlock,16,EF
DatabaseWithMutex-PT-02,1,AG
DatabaseWithMutex-PT-02,2,AG
DatabaseWithMutex-PT-02,3,AG
DatabaseWithMutex-PT-02,4,EF
DatabaseWithMutex-PT-02,5,EF
DatabaseWithMutex-PT-02,6,AG
DatabaseWithMutex-PT-02,7,AG
DatabaseWithMutex-PT-02,8,AG
DatabaseWithMutex-PT-02,9,EF
DatabaseWithMutex-PT-02,10,EF
DatabaseWithMutex-PT-02,11,AG
DatabaseWithMutex-PT-02,12,AG
DatabaseWithMutex-PT-02,13,AG
DatabaseWithMutex-PT-02,14,EF
DatabaseWithMutex-PT-02,15,EF
DatabaseWithMutex-PT-02,16,AG
DatabaseWithMutex-PT-04,1,AG
DatabaseWithMutex-PT-04,2,AG
DatabaseWithMutex-PT-04,3,AG
DatabaseWithMutex-PT-04,4,AG
DatabaseWithMutex-PT-04,5,EF
DatabaseWithMutex-PT-04,6,EF
DatabaseWithMutex-PT-04,7,EF
DatabaseWithMutex-PT-04,8,AG
DatabaseWithMutex-PT-04,9,EF
DatabaseWithMutex-PT-04,10,EF
DatabaseWithMutex-PT-04,11,AG
DatabaseWithMutex-PT-04,12,AG
DatabaseWithMutex-PT-04,13,AG
DatabaseWithMutex-PT-04,14,AG
DatabaseWithMutex-PT-04,15,EF
DatabaseWithMutex-PT-04,16,AG
DatabaseWithMutex-PT-10,1,AG
DatabaseWithMutex-PT-10,2,EF
DatabaseWithMutex-PT-10,3,EF
DatabaseWithMutex-PT-10,4,AG
DatabaseWithMutex-PT-10,5,EF
DatabaseWithMutex-PT-10,6,EF
DatabaseWithMutex-PT-10,7,EF
DatabaseWithMutex-PT-10,8,EF
DatabaseWithMutex-PT-10,9,EF
DatabaseWithMutex-PT-10,10,AG
DatabaseWithMutex-PT-10,11,EF
DatabaseWithMutex-PT-10,12,AG
DatabaseWithMutex-PT-10,13,EF
DatabaseWithMutex-PT-10,14,EF
DatabaseWithMutex-PT-10,15,AG
DatabaseWithMutex-PT-10,16,AG
DatabaseWithMutex-PT-20,1,AG
DatabaseWithMutex-PT-20,2,EF
DatabaseWithMutex-PT-20,3,AG
DatabaseWithMutex-PT-20,4,AG
DatabaseWithMutex-PT-20,5,EF
DatabaseWithMutex-PT-20,6,AG
DatabaseWithMutex-PT-20,7,EF
DatabaseWithMutex-PT-20,8,EF
DatabaseWithMutex-PT-20,9,AG
DatabaseWithMutex-PT-20,10,AG
DatabaseWithMutex-PT-20,11,AG
DatabaseWithMutex-PT-20,12,EF
DatabaseWithMutex-PT-20,13,EF
DatabaseWithMutex-PT-20,14,AG
DatabaseWithMutex-PT-20,15,EF
DatabaseWithMutex-PT-20,16,AG
DatabaseWithMutex-PT-40,1,AG
DatabaseWithMutex-PT-40,2,AG
DatabaseWithMutex-PT-40,3,EF
DatabaseWithMutex-PT-40,4,EF
DatabaseWithMutex-PT-40,5,AG
DatabaseWithMutex-PT-40,6,EF
DatabaseWithMutex-PT-40,7,AG
DatabaseWithMutex-PT-40,8,EF
DatabaseWithMutex-PT-40,9,AG
DatabaseWithMutex-PT-40,10,EF
DatabaseWithMutex-PT-40,11,EF
DatabaseWithMutex-PT-40,12,AG
DatabaseWithMutex-PT-40,13,EF
DatabaseWithMutex-PT-40,14,EF
DatabaseWithMutex-PT-40,15,AG
DatabaseWithMutex-PT-40,16,AG
Dekker-PT-010,1,EF
Dekker-PT-010,2,EF
Dekker-PT-010,3,AG
Dekker-PT-010,4,EF
Dekker-PT-010,5,EF
Dekker-PT-010,6,EF
Dekker-PT-010,7,AG
Dekker-PT-010,8,EF
Dekker-PT-010,9,EF
Dekker-PT-010,10,EF
Dekker-PT-010,11,EF
Dekker-PT-010,12,EF
Dekker-PT-010,13,AG
Dekker-PT-010,14,AG
Dekker-PT-010,15,EF
Dekker-PT-010,16,AG
Dekker-PT-015,1,AG
Dekker-PT-015,2,EF
Dekker-PT-015,3,EF
Dekker-PT-015,4,AG
Dekker-PT-015,5,EF
Dekker-PT-015,6,EF
Dekker-PT-015,7,EF
Dekker-PT-015,8,EF
Dekker-PT-015,9,EF
Dekker-PT-015,10,EF
Dekker-PT-015,11,EF
Dekker-PT-015,12,EF
Dekker-PT-015,13,EF
Dekker-PT-015,14,AG
Dekker-PT-015,15,EF
Dekker-PT-015,16,AG
Dekker-PT-020,1,AG
Dekker-PT-020,2,EF
Dekker-PT-020,3,EF
Dekker-PT-020,4,AG
Dekker-PT-020,5,AG
Dekker-PT-020,6,EF
Dekker-PT-020,7,EF
Dekker-PT-020,8,EF
Dekker-PT-020,9,EF
Dekker-PT-020,10,EF
Dekker-PT-020,11,EF
Dekker-PT-020,12,EF
Dekker-PT-020,13,EF
Dekker-PT-020,14,AG
Dekker-PT-020,15,EF
Dekker-PT-020,16,EF
Dekker-PT-050,1,AG
Dekker-PT-050,2,AG
Dekker-PT-050,3,EF
Dekker-PT-050,4,EF
Dekker-PT-050,5,AG
Dekker-PT-050,6,AG
Dekker-PT-050,7,EF
Dekker-PT-050,8,EF
Dekker-PT-050,9,EF
Dekker-PT-050,10,AG
Dekker-PT-050,11,AG
Dekker-PT-050,12,EF
Dekker-PT-050,13,AG
Dekker-PT-050,14,EF
Dekker-PT-050,15,EF
Dekker-PT-050,16,EF
Dekker-PT-100,1,AG
Dekker-PT-100,2,AG
Dekker-PT-100,3,AG
Dekker-PT-100,4,AG
Dekker-PT-100,5,AG
Dekker-PT-100,6,EF
Dekker-PT-100,7,EF
Dekker-PT-100,8,EF
Dekker-PT-100,9,AG
Dekker-PT-100,10,AG
Dekker-PT-100,11,AG
Dekker-PT-100,12,EF
Dekker-PT-100,13,EF
Dekker-PT-100,14,AG
Dekker-PT-100,15,EF
Dekker-PT-100,16,EF
Dekker-PT-200,1,AG
Dekker-PT-200,2,AG
Dekker-PT-200,3,EF
Dekker-PT-200,4,EF
Dekker-PT-200,5,EF
Dekker-PT-200,6,EF
Dekker-PT-200,7,AG
Dekker-PT-200,8,AG
Dekker-PT-200,9,EF
Dekker-PT-200,10,AG
Dekker-PT-200,11,EF
Dekker-PT-200,12,EF
Dekker-PT-200,13,AG
Dekker-PT-200,14,AG
Dekker-PT-200,15,EF
Dekker-PT-200,16,EF
Diffusion2D-PT-D05N010,1,EF
Diffusion2D-PT-D05N010,2,AG
Diffusion2D-PT-D05N010,3,AG
Diffusion2D-PT-D05N010,4,AG
Diffusion2D-PT-D05N010,5,EF
Diffusion2D-PT-D05N010,6,AG
Diffusion2D-PT-D05N010,7,EF
Diffusion2D-PT-D05N010,8,EF
Diffusion2D-PT-D05N010,9,AG
Diffusion2D-PT-D05N010,10,EF
Diffusion2D-PT-D05N010,11,AG
Diffusion2D-PT-D05N010,12,AG
Diffusion2D-PT-D05N010,13,EF
Diffusion2D-PT-D05N010,14,EF
Diffusion2D-PT-D05N010,15,EF
Diffusion2D-PT-D05N010,16,EF
Diffusion2D-PT-D05N050,1,AG
Diffusion2D-PT-D05N050,2,EF
Diffusion2D-PT-D05N050,3,EF
Diffusion2D-PT-D05N050,4,EF
Diffusion2D-PT-D05N050,5,AG
Diffusion2D-PT-D05N050,6,AG
Diffusion2D-PT-D05N050,7,AG
Diffusion2D-PT-D05N050,8,EF
Diffusion2D-PT-D05N050,9,AG
Diffusion2D-PT-D05N050,10,AG
Diffusion2D-PT-D05N050,11,EF
Diffusion2D-PT-D05N050,12,EF
Diffusion2D-PT-D05N050,13,EF
Diffusion2D-PT-D05N050,14,AG
Diffusion2D-PT-D05N050,15,EF
Diffusion2D-PT-D05N050,16,AG
Diffusion2D-PT-D05N100,1,AG
Diffusion2D-PT-D05N100,2,EF
Diffusion2D-PT-D05N100,3,EF
Diffusion2D-PT-D05N100,4,EF
Diffusion2D-PT-D05N100,5,EF
Diffusion2D-PT-D05N100,6,EF
Diffusion2D-PT-D05N100,7,AG
Diffusion2D-PT-D05N100,8,EF
Diffusion2D-PT-D05N100,9,EF
Diffusion2D-PT-D05N100,10,EF
Diffusion2D-PT-D05N100,11,EF
Diffusion2D-PT-D05N100,12,EF
Diffusion2D-PT-D05N100,13,AG
Diffusion2D-PT-D05N100,14,AG
Diffusion2D-PT-D05N100,15,EF
Diffusion2D-PT-D05N100,16,EF
Diffusion2D-PT-D05N150,1,EF
Diffusion2D-PT-D05N150,2,AG
Diffusion2D-PT-D05N150,3,AG
Diffusion2D-PT-D05N150,4,EF
Diffusion2D-PT-D05N150,5,EF
Diffusion2D-PT-D05N150,6,AG
Diffusion2D-PT-D05N150,7,EF
Diffusion2D-PT-D05N150,8,EF
Diffusion2D-PT-D05N150,9,AG
Diffusion2D-PT-D05N150,10,EF
Diffusion2D-PT-D05N150,11,EF
Diffusion2D-PT-D05N150,12,EF
Diffusion2D-PT-D05N150,13,EF
Diffusion2D-PT-D05N150,14,AG
Diffusion2D-PT-D05N150,15,EF
Diffusion2D-PT-D05N150,16,AG
Diffusion2D-PT-D05N200,1,EF
Diffusion2D-PT-D05N200,2,EF
Diffusion2D-PT-D05N200,3,AG
Diffusion2D-PT-D05N200,4,AG
Diffusion2D-PT-D05N200,5,EF
Diffusion2D-PT-D05N200,6,AG
Diffusion2D-PT-D05N200,7,EF
Diffusion2D-PT-D05N200,8,AG
Diffusion2D-PT-D05N200,9,EF
Diffusion2D-PT-D05N200,10,AG
Diffusion2D-PT-D05N200,11,EF
Diffusion2D-PT-D05N200,12,AG
Diffusion2D-PT-D05N200,13,EF
Diffusion2D-PT-D05N200,14,AG
Diffusion2D-PT-D05N200,15,AG
Diffusion2D-PT-D05N200,16,EF
Diffusion2D-PT-D05N250,1,EF
Diffusion2D-PT-D05N250,2,AG
Diffusion2D-PT-D05N250,3,EF
Diffusion2D-PT-D05N250,4,AG
Diffusion2D-PT-D05N250,5,EF
Diffusion2D-PT-D05N250,6,AG
Diffusion2D-PT-D05N250,7,AG
Diffusion2D-PT-D05N250,8,AG
Diffusion2D-PT-D05N250,9,EF
Diffusion2D-PT-D05N250,10,EF
Diffusion2D-PT-D05N250,11,AG
Diffusion2D-PT-D05N250,12,EF
Diffusion2D-PT-D05N250,13,AG
Diffusion2D-PT-D05N250,14,EF
Diffusion2D-PT-D05N250,15,AG
Diffusion2D-PT-D05N250,16,AG
Diffusion2D-PT-D05N300,1,AG
Diffusion2D-PT-D05N300,2,AG
Diffusion2D-PT-D05N300,3,AG
Diffusion2D-PT-D05N300,4,EF
Diffusion2D-PT-D05N300,5,AG
Diffusion2D-PT-D05N300,6,AG
Diffusion2D-PT-D05N300,7,EF
Diffusion2D-PT-D05N300,8,EF
Diffusion2D-PT-D05N300,9,EF
Diffusion2D-PT-D05N300,10,AG
Diffusion2D-PT-D05N300,11,EF
Diffusion2D-PT-D05N300,12,EF
Diffusion2D-PT-D05N300,13,EF
Diffusion2D-PT-D05N300,14,AG
Diffusion2D-PT-D05N300,15,AG
Diffusion2D-PT-D05N300,16,AG
Diffusion2D-PT-D05N350,1,EF
Diffusion2D-PT-D05N350,2,AG
Diffusion2D-PT-D05N350,3,AG
Diffusion2D-PT-D05N350,4,EF
Diffusion2D-PT-D05N350,5,AG
Diffusion2D-PT-D05N350,6,EF
Diffusion2D-PT-D05N350,7,AG
Diffusion2D-PT-D05N350,8,EF
Diffusion2D-PT-D05N350,9,EF
Diffusion2D-PT-D05N350,10,EF
Diffusion2D-PT-D05N350,11,EF
Diffusion2D-PT-D05N350,12,AG
Diffusion2D-PT-D05N350,13,EF
Diffusion2D-PT-D05N350,14,EF
Diffusion2D-PT-D05N350,15,EF
Diffusion2D-PT-D05N350,16,AG
Diffusion2D-PT-D10N010,1,AG
Diffusion2D-PT-D10N010,2,EF
Diffusion2D-PT-D10N010,3,AG
Diffusion2D-PT-D10N010,4,EF
Diffusion2D-PT-D10N010,5,AG
Diffusion2D-PT-D10N010,6,AG
Diffusion2D-PT-D10N010,7,EF
Diffusion2D-PT-D10N010,8,AG
Diffusion2D-PT-D10N010,9,AG
Diffusion2D-PT-D10N010,10,AG
Diffusion2D-PT-D10N010,11,AG
Diffusion2D-PT-D10N010,12,EF
Diffusion2D-PT-D10N010,13,EF
Diffusion2D-PT-D10N010,14,EF
Diffusion2D-PT-D10N010,15,EF
Diffusion2D-PT-D10N010,16,AG
Diffusion2D-PT-D10N050,1,EF
Diffusion2D-PT-D10N050,2,AG
Diffusion2D-PT-D10N050,3,EF
Diffusion2D-PT-D10N050,4,EF
Diffusion2D-PT-D10N050,5,AG
Diffusion2D-PT-D10N050,6,EF
Diffusion2D-PT-D10N050,7,AG
Diffusion2D-PT-D10N050,8,AG
Diffusion2D-PT-D10N050,9,AG
Diffusion2D-PT-D10N050,10,EF
Diffusion2D-PT-D10N050,11,AG
Diffusion2D-PT-D10N050,12,AG
Diffusion2D-PT-D10N050,13,EF
Diffusion2D-PT-D10N050,14,AG
Diffusion2D-PT-D10N050,15,EF
Diffusion2D-PT-D10N050,16,EF
Diffusion2D-PT-D10N100,1,AG
Diffusion2D-PT-D10N100,2,AG
Diffusion2D-PT-D10N100,3,AG
Diffusion2D-PT-D10N100,4,AG
Diffusion2D-PT-D10N100,5,EF
Diffusion2D-PT-D10N100,6,EF
Diffusion2D-PT-D10N100,7,EF
Diffusion2D-PT-D10N100,8,AG
Diffusion2D-PT-D10N100,9,EF
Diffusion2D-PT-D10N100,10,AG
Diffusion2D-PT-D10N100,11,EF
Diffusion2D-PT-D10N100,12,EF
Diffusion2D-PT-D10N100,13,EF
Diffusion2D-PT-D10N100,14,AG
Diffusion2D-PT-D10N100,15,EF
Diffusion2D-PT-D10N100,16,AG
Diffusion2D-PT-D10N150,1,EF
Diffusion2D-PT-D10N150,2,EF
Diffusion2D-PT-D10N150,3,EF
Diffusion2D-PT-D10N150,4,EF
Diffusion2D-PT-D10N150,5,AG
Diffusion2D-PT-D10N150,6,EF
Diffusion2D-PT-D10N150,7,EF
Diffusion2D-PT-D10N150,8,EF
Diffusion2D-PT-D10N150,9,EF
Diffusion2D-PT-D10N150,10,AG
Diffusion2D-PT-D10N150,11,EF
Diffusion2D-PT-D10N150,12,AG
Diffusion2D-PT-D10N150,13,EF
Diffusion2D-PT-D10N150,14,EF
Diffusion2D-PT-D10N150,15,AG
Diffusion2D-PT-D10N150,16,AG
Diffusion2D-PT-D10N200,1,EF
Diffusion2D-PT-D10N200,2,AG
Diffusion2D-PT-D10N200,3,EF
Diffusion2D-PT-D10N200,4,EF
Diffusion2D-PT-D10N200,5,AG
Diffusion2D-PT-D10N200,6,EF
Diffusion2D-PT-D10N200,7,EF
Diffusion2D-PT-D10N200,8,AG
Diffusion2D-PT-D10N200,9,EF
Diffusion2D-PT-D10N200,10,AG
Diffusion2D-PT-D10N200,11,EF
Diffusion2D-PT-D10N200,12,EF
Diffusion2D-PT-D10N200,13,AG
Diffusion2D-PT-D10N200,14,EF
Diffusion2D-PT-D10N200,15,AG
Diffusion2D-PT-D10N200,16,EF
Diffusion2D-PT-D20N010,1,AG
Diffusion2D-PT-D20N010,2,EF
Diffusion2D-PT-D20N010,3,EF
Diffusion2D-PT-D20N010,4,EF
Diffusion2D-PT-D20N010,5,AG
Diffusion2D-PT-D20N010,6,EF
Diffusion2D-PT-D20N010,7,AG
Diffusion2D-PT-D20N010,8,AG
Diffusion2D-PT-D20N010,9,EF
Diffusion2D-PT-D20N010,10,EF
Diffusion2D-PT-D20N010,11,EF
Diffusion2D-PT-D20N010,12,EF
Diffusion2D-PT-D20N010,13,EF
Diffusion2D-PT-D20N010,14,AG
Diffusion2D-PT-D20N010,15,AG
Diffusion2D-PT-D20N010,16,AG
Diffusion2D-PT-D20N050,1,EF
Diffusion2D-PT-D20N050,2,AG
Diffusion2D-PT-D20N050,3,AG
Diffusion2D-PT-D20N050,4,AG
Diffusion2D-PT-D20N050,5,EF
Diffusion2D-PT-D20N050,6,EF
Diffusion2D-PT-D20N050,7,EF
Diffusion2D-PT-D20N050,8,EF
Diffusion2D-PT-D20N050,9,AG
Diffusion2D-PT-D20N050,10,EF
Diffusion2D-PT-D20N050,11,AG
Diffusion2D-PT-D20N050,12,AG
Diffusion2D-PT-D20N050,13,EF
Diffusion2D-PT-D20N050,14,EF
Diffusion2D-PT-D20N050,15,AG
Diffusion2D-PT-D20N050,16,EF
Diffusion2D-PT-D20N100,1,AG
Diffusion2D-PT-D20N100,2,AG
Diffusion2D-PT-D20N100,3,EF
Diffusion2D-PT-D20N100,4,EF
Diffusion2D-PT-D20N100,5,EF
Diffusion2D-PT-D20N100,6,EF
Diffusion2D-PT-D20N100,7,AG
Diffusion2D-PT-D20N100,8,EF
Diffusion2D-PT-D20N100,9,AG
Diffusion2D-PT-D20N100,10,EF
Diffusion2D-PT-D20N100,11,EF
Diffusion2D-PT-D20N100,12,EF
Diffusion2D-PT-D20N100,13,EF
Diffusion2D-PT-D20N100,14,AG
Diffusion2D-PT-D20N100,15,AG
Diffusion2D-PT-D20N100,16,EF
Diffusion2D-PT-D20N150,1,EF
Diffusion2D-PT-D20N150,2,AG
Diffusion2D-PT-D20N150,3,AG
Diffusion2D-PT-D20N150,4,EF
Diffusion2D-PT-D20N150,5,AG
Diffusion2D-PT-D20N150,6,EF
Diffusion2D-PT-D20N150,7,AG
Diffusion2D-PT-D20N150,8,AG
Diffusion2D-PT-D20N150,9,AG
Diffusion2D-PT-D20N150,10,AG
Diffusion2D-PT-D20N150,11,EF
Diffusion2D-PT-D20N150,12,AG
Diffusion2D-PT-D20N150,13,EF
Diffusion2D-PT-D20N150,14,EF
Diffusion2D-PT-D20N150,15,EF
Diffusion2D-PT-D20N150,16,EF
Diffusion2D-PT-D30N010,1,EF
Diffusion2D-PT-D30N010,2,AG
Diffusion2D-PT-D30N010,3,EF
Diffusion2D-PT-D30N010,4,AG
Diffusion2D-PT-D30N010,5,EF
Diffusion2D-PT-D30N010,6,EF
Diffusion2D-PT-D30N010,7,AG
Diffusion2D-PT-D30N010,8,AG
Diffusion2D-PT-D30N010,9,AG
Diffusion2D-PT-D30N010,10,EF
Diffusion2D-PT-D30N010,11,EF
Diffusion2D-PT-D30N010,12,EF
Diffusion2D-PT-D30N010,13,EF
Diffusion2D-PT-D30N010,14,EF
Diffusion2D-PT-D30N010,15,EF
Diffusion2D-PT-D30N010,16,EF
Diffusion2D-PT-D30N050,1,AG
Diffusion2D-PT-D30N050,2,AG
Diffusion2D-PT-D30N050,3,AG
Diffusion2D-PT-D30N050,4,EF
Diffusion2D-PT-D30N050,5,AG
Diffusion2D-PT-D30N050,6,EF
Diffusion2D-PT-D30N050,7,EF
Diffusion2D-PT-D30N050,8,AG
Diffusion2D-PT-D30N050,9,EF
Diffusion2D-PT-D30N050,10,AG
Diffusion2D-PT-D30N050,11,AG
Diffusion2D-PT-D30N050,12,EF
Diffusion2D-PT-D30N050,13,EF
Diffusion2D-PT-D30N050,14,AG
Diffusion2D-PT-D30N050,15,EF
Diffusion2D-PT-D30N050,16,EF
Diffusion2D-PT-D30N100,1,AG
Diffusion2D-PT-D30N100,2,AG
Diffusion2D-PT-D30N100,3,EF
Diffusion2D-PT-D30N100,4,EF
Diffusion2D-PT-D30N100,5,AG
Diffusion2D-PT-D30N100,6,EF
Diffusion2D-PT-D30N100,7,AG
Diffusion2D-PT-D30N100,8,AG
Diffusion2D-PT-D30N100,9,EF
Diffusion2D-PT-D30N100,10,EF
Diffusion2D-PT-D30N100,11,EF
Diffusion2D-PT-D30N100,12,AG
Diffusion2D-PT-D30N100,13,EF
Diffusion2D-PT-D30N100,14,AG
Diffusion2D-PT-D30N100,15,AG
Diffusion2D-PT-D30N100,16,EF
Diffusion2D-PT-D30N150,1,AG
Diffusion2D-PT-D30N150,2,EF
Diffusion2D-PT-D30N150,3,EF
Diffusion2D-PT-D30N150,4,AG
Diffusion2D-PT-D30N150,5,EF
Diffusion2D-PT-D30N150,6,EF
Diffusion2D-PT-D30N150,7,AG
Diffusion2D-PT-D30N150,8,AG
Diffusion2D-PT-D30N150,9,EF
Diffusion2D-PT-D30N150,10,AG
Diffusion2D-PT-D30N150,11,AG
Diffusion2D-PT-D30N150,12,AG
Diffusion2D-PT-D30N150,13,AG
Diffusion2D-PT-D30N150,14,EF
Diffusion2D-PT-D30N150,15,AG
Diffusion2D-PT-D30N150,16,AG
Diffusion2D-PT-D40N010,1,AG
Diffusion2D-PT-D40N010,2,EF
Diffusion2D-PT-D40N010,3,AG
Diffusion2D-PT-D40N010,4,EF
Diffusion2D-PT-D40N010,5,AG
Diffusion2D-PT-D40N010,6,EF
Diffusion2D-PT-D40N010,7,EF
Diffusion2D-PT-D40N010,8,AG
Diffusion2D-PT-D40N010,9,AG
Diffusion2D-PT-D40N010,10,EF
Diffusion2D-PT-D40N010,11,AG
